"Bacterial.Species","Organism.Name","Body.Site","Animal.Species","Date.and.Time","AMIKAC","AMOCLA","AMOXIC","AMPHOT","AMPICI","ANIDUL","AZITHR","BACITR","CASPOF","CEFAZO","CEFOVE","CEFOXI","CEFPOD","CEFTAZ","CEFTIF","CEPALE","CEPHAL","CHLORA","CHLTET","CIPROF","CLARYT","CLINDA","DANOFL","DAPTOM","DOXYCY","ENROFL","ERYTH","FLORFE","FLUCON","FLUCYT","GENTAM","IMIPEN","ITRACO","KANAMY","LINCOM","LINEZO","MARBOF","MICAFU","MINOCY","MOXIFL","NEOMYC","NITRO","NOVOBI","OFLOXA","ORBIFL","OXACIL","OXYTET","PENICI","PIPTAZ","POLYB","POSACO","PRADOF","RIFAMP","SDIMET","SPECT","STREPT","SULTHI","SYNERC","TETRA","TIAMUL","TICARC","TICCLA","TIGECY","TILMIC","TOBRAM","TRISUL","TULATH","TYLO","VANCOM","VORICO"
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","11/6/2013 16:01","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","9/14/2016 9:51",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URICATH","CAN","10/29/2014 8:23",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","8/27/2020 15:04","<=      16","<=    0.25",NA,NA,"8",NA,NA,NA,NA,"<=       2","1",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"0.5",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","URICYST","CAN","10/29/2014 8:24",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EARC","CAN","8/26/2018 14:37","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,">       4",NA,NA,">     0.5","1",">       4",NA,NA,NA,"16","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","12/5/2018 8:57","<=      16","0.5",NA,NA,">       8",NA,NA,NA,NA,"<=       2","1",NA,"<=       2",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"0.5",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","10/21/2018 9:21","<=      16","0.5",NA,NA,">       8",NA,NA,NA,NA,"<=       2","4",NA,"<=       2",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"16","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"0.5",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EXUD","CAN","8/22/2019 14:56","<=      16","<=    0.25",NA,NA,"1",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"8",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","8/22/2019 14:57","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","URIVOID","CAN","8/22/2019 6:00",NA,"<=       2",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","10/28/2014 8:39",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       1","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      64",NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","8/21/2019 14:59","<=      16","<=    0.25",NA,NA,"0.5",NA,NA,NA,NA,"<=       2","0.12",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5",">       4","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"2",NA,NA,NA,"2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","11/24/2012 9:16",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URICYST","CAN","9/7/2017 11:12",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","2/9/2013 12:23","<=       4"," =    0.25",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       2",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA," =       4","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","11/6/2013 16:00","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," >      16",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","WOUS","CAN","8/21/2019 15:01","<=      16",">       8",NA,NA,">       8",NA,NA,NA,NA,">       4",">       8",NA,">       8",NA,NA,NA,">       4",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","4",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EXUD","CAN","8/26/2018 14:36","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5","<=    0.25","0.5",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","WOUS","CAN","9/7/2017 12:19","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2"," =    0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","8/28/2020 15:27","<=      16","2",NA,NA,"8",NA,NA,NA,NA,"4",">       8",NA,">       8",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","2",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","8/28/2020 15:31","<=      16","2",NA,NA,"8",NA,NA,NA,NA,"<=       2",">       8",NA,">       8",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","ABS","CAN","8/28/2020 15:32","<=      16","2",NA,NA,">       8",NA,NA,NA,NA,">       4",">       8",NA,">       8",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"8","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,">       2",NA,">       8",NA,NA,NA,">       2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,">       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","11/6/2013 16:04","<=       4"," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =       2","<=       2","<=       2",NA," =       1",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA," =       4","<=    0.25"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," =       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","11/24/2012 12:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","12/12/2008 16:12","<=       4","<=       4",NA,NA," =     0.5",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,"<=       2",NA,"<=       8","<=       8",NA,NA,NA," =       1",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","12/12/2008 16:12","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","ABS","CAN","10/28/2014 11:52","<=       4","<=    0.12",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","9/16/2016 17:03","<=       4"," =     0.5",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," >       4","<=       2"," =      16",NA," =       2",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA," =       2",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","ABS","CAN","9/15/2016 15:55","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","PRE","CAN","12/10/2007 9:27","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA," =       2","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=       2",NA," =    0.12",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,"<=       1",NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","HARD","CAN","9/7/2017 12:20","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2"," =    0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA," >     0.5","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA," >       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA," >       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","HARD","CAN","9/8/2017 16:00","<=      16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA," >       4",NA,NA," >     0.5"," >       4"," >       4",NA,NA,NA," =       8",NA,NA,NA,NA,NA," >       4",NA," >       2",NA,NA,"<=      16",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       2","<=       1",NA,NA,NA,NA,NA," >       1",NA,NA,NA,NA,NA,NA," >       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","LIP","CAN","9/8/2017 16:02","<=      16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA," >       4",NA,NA," >     0.5"," >       4"," >       4",NA,NA,NA," =       8",NA,NA,NA,NA,NA," >       4",NA," >       2",NA,NA,"<=      16",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       2","<=       1",NA,NA,NA,NA,NA," >       1",NA,NA,NA,NA,NA,NA," >       4",NA,NA,"<=       1",NA
"S.INT","Staphylococcus intermedius    ","LNG","CAN","12/12/2008 16:15","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,"<=       2",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","11/24/2012 13:04","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","11/24/2012 12:52","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA,"<=       2","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","LIP","CAN","11/24/2012 12:49","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," =     0.5"," >       4",NA,NA,NA,"<=       1"," =       2",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EXUD","CAN","11/24/2012 13:41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","11/24/2012 13:32","<=       4"," =       1",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," >       4","<=       2"," =       8",NA," >       4",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA," =       2",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","WOUS","CAN","8/27/2019 16:20","<=      16","0.5",NA,NA,"8",NA,NA,NA,NA,"<=       2","4",NA,"<=       2",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,">     0.5",">       4",">       4",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,">       4",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"1",NA,">       8",NA,NA,NA,"2","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","ABS","CAN","8/22/2019 14:52","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.INT","Staphylococcus intermedius    ","ORAPH","CAN","12/15/2008 9:40","<=       4","<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","URICYST","CAN","12/7/2007 3:57",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
